star_ID_pair,culture,ras,decs
"37819, 38901",korean,"7.7542490000000015, 7.961141","-37.968584, -30.334570000000006"
"36377, 37819",korean,"7.4871789999999985, 7.7542490000000015","-43.301432, -37.968584"
"35264, 36377",korean,"7.285711, 7.4871789999999985","-37.09747, -43.301432"
"35264, 35904",korean,"7.285711, 7.401584","-37.09747, -29.303104"
"35904, 38170",korean,"7.401584, 7.821571","-29.303104, -24.859786"
"38170, 39906",korean,"7.821571, 8.150455000000001","-24.859786, -19.245014"
"38901, 39906",korean,"7.961141, 8.150455000000001","-30.334570000000006, -19.245014"
"9640, 10340",korean,"2.064984, 2.220369","42.329725, 44.231652"
"7513, 9640",korean,"1.613299, 2.064984","41.405459, 42.329725"
"6813, 7513",korean,"1.460915, 1.613299","45.406687, 41.405459"
"6813, 7607",korean,"1.460915, 1.633205","45.406687, 48.628213"
"7607, 8068",korean,"1.633205, 1.727675","48.628213, 50.688732"
"9640, 9977",korean,"2.064984, 2.141454","42.329725, 37.859077"
"9977, 10064",korean,"2.141454, 2.1590580000000004","37.859077, 34.987297"
"10064, 10670",korean,"2.1590580000000004, 2.288573","34.987297, 33.847194"
"10670, 12086",korean,"2.288573, 2.596336","33.847194, 34.687558"
"31592, 31827",korean,"6.6113990000000005, 6.654644","-19.255879, -14.145764000000002"
"31084, 31827",korean,"6.523068, 6.654644","-12.391953, -14.145764000000002"
"30457, 31084",korean,"6.402867, 6.523068","-11.530088, -12.391953"
"28910, 30457",korean,"6.10259, 6.402867","-14.935254, -11.530088"
"28816, 28910",korean,"6.0830910000000005, 6.10259","-16.484435, -14.935254"
"28816, 29048",korean,"6.0830910000000005, 6.128233","-16.484435, -19.165866"
"29048, 29941",korean,"6.128233, 6.303813","-19.165866, -19.966974"
"29941, 31592",korean,"6.303813, 6.6113990000000005","-19.966974, -19.255879"
"98754, 99742",korean,"20.058338, 20.237949","16.031254999999998, 15.197609"
"98754, 98819",korean,"20.058338, 20.068399","16.031254999999998, 17.070173"
"98438, 98819",korean,"20.000919, 20.068399","17.516510999999998, 17.070173"
"98438, 98738",korean,"20.000919, 20.054555","17.516510999999998, 18.500993"
"98337, 98738",korean,"19.979285, 20.054555","19.492148, 18.500993"
"97365, 98337",korean,"19.789795, 19.979285","18.534286, 19.492148"
"96837, 97365",korean,"19.68415, 19.789795","17.476041, 18.534286"
"96757, 97365",korean,"19.668275, 19.789795","18.01389, 18.534286"
"22957, 23607",korean,"4.939521, 5.076153","13.514466, 15.404105"
"22833, 22957",korean,"4.913027, 4.939521","11.426006, 13.514466"
"22833, 22845",korean,"4.913027, 4.914924","11.426006, 10.150833"
"22509, 22845",korean,"4.843534, 4.914924","8.900176, 10.150833"
"22449, 22509",korean,"4.830669, 4.843534","6.961276, 8.900176"
"22449, 22549",korean,"4.830669, 4.853434","6.961276, 5.605104"
"22549, 22797",korean,"4.853434, 4.904193","5.605104, 2.440672"
"22797, 23123",korean,"4.904193, 4.975806","2.440672, 1.714016"
"17702, 17847",korean,"3.79141, 3.819373","24.105137, 24.053415"
"17608, 17702",korean,"3.772104, 3.79141","23.948358, 24.105137"
"17499, 17608",korean,"3.747927, 3.772104","24.113339, 23.948358"
"17499, 17573",korean,"3.747927, 3.763779","24.113339, 24.367748"
"17573, 17702",korean,"3.763779, 3.79141","24.367748, 24.105137"
"17531, 17573",korean,"3.75347, 3.763779","24.467278, 24.367748"
"17489, 17531",korean,"3.746726, 3.75347","24.28947, 24.467278"
"17489, 17499",korean,"3.746726, 3.747927","24.28947, 24.113339"
"20648, 20889",korean,"4.424828, 4.476943","17.92791, 19.180431"
"20455, 20648",korean,"4.382247, 4.424828","17.542514, 17.92791"
"20205, 20455",korean,"4.329889, 4.382247","15.627642000000002, 17.542514"
"18724, 20205",korean,"4.0113379999999985, 4.329889","12.490347, 15.627642000000002"
"20205, 20713",korean,"4.329889, 4.439094","15.627642000000002, 15.618265"
"20713, 21029",korean,"4.439094, 4.509342","15.618265, 16.194014000000006"
"21029, 21421",korean,"4.509342, 4.598677","16.194014000000006, 16.509301"
"21421, 21683",korean,"4.598677, 4.6545830000000015","16.509301, 15.917977"
"19949, 20070",korean,"4.278638, 4.304056","53.611799, 50.295502"
"19812, 20070",korean,"4.248295, 4.304056","48.409331, 50.295502"
"19343, 19812",korean,"4.144357, 4.248295","47.712513, 48.409331"
"17358, 19343",korean,"3.715416, 4.144357","47.787551, 47.712513"
"16826, 17358",korean,"3.608159, 3.715416","48.19263400000001, 47.787551"
"15863, 16826",korean,"3.405378, 3.608159","49.86118, 48.19263400000001"
"14328, 15863",korean,"3.079942, 3.405378","53.50644000000001, 49.86118"
"13268, 14328",korean,"2.844945, 3.079942","55.895496, 53.50644000000001"
"22783, 29997",korean,"4.900836, 6.3141050000000005","66.342678, 69.319787"
"29997, 33449",korean,"6.3141050000000005, 6.954611999999999","69.319787, 58.422759"
"28358, 33449",korean,"5.992111, 6.954611999999999","54.28465600000001, 58.422759"
"25197, 28358",korean,"5.391065, 5.992111","57.544395, 54.28465600000001"
"23522, 25197",korean,"5.05697, 5.391065","60.44224499999999, 57.544395"
"22783, 23522",korean,"4.900836, 5.05697","66.342678, 60.44224499999999"
"23040, 25197",korean,"4.95478, 5.391065","53.752101, 57.544395"
"23040, 23783",korean,"4.95478, 5.111289","53.752101, 51.59772"
"93526, 93805",korean,"19.048472, 19.10415","-3.698987, -4.882554"
"93429, 93805",korean,"19.028008, 19.10415","-5.739115, -4.882554"
"93026, 93429",korean,"18.951019, 19.028008","-5.846314, -5.739115"
"92175, 93026",korean,"18.786242, 18.951019","-4.7478669999999985, -5.846314"
"92175, 92202",korean,"18.786242, 18.791375","-4.7478669999999985, -5.705147"
"91845, 92202",korean,"18.725348, 18.791375","-8.275215, -5.705147"
"91726, 91845",korean,"18.704563, 18.725348","-9.052549, -8.275215"
"91117, 91726",korean,"18.586785, 18.704563","-8.244073, -9.052549"
"89826, 90191",korean,"18.331031, 18.40383","36.064547, 39.507239"
"88836, 89826",korean,"18.133959, 18.331031","36.40126400000001, 36.064547"
"88836, 89172",korean,"18.133959, 18.198377","36.40126400000001, 31.40535"
"87998, 89172",korean,"17.975041, 18.198377","30.189277, 31.40535"
"87933, 87998",korean,"17.962744, 17.975041","29.24788, 30.189277"
"86974, 87933",korean,"17.774319000000006, 17.962744","27.720676, 29.24788"
"85693, 86974",korean,"17.512307999999994, 17.774319000000006","26.110645, 27.720676"
"84379, 85693",korean,"17.250531, 17.512307999999994","24.839204, 26.110645"
"82396, 82514",korean,"16.83608, 16.864508999999998","-34.293232, -38.04738"
"82514, 82729",korean,"16.864508999999998, 16.909731","-38.04738, -42.361313"
"82729, 84143",korean,"16.909731, 17.202551999999994","-42.361313, -43.239189"
"84143, 86228",korean,"17.202551999999994, 17.621979999999994","-43.239189, -42.997824"
"86228, 87073",korean,"17.621979999999994, 17.793078","-42.997824, -40.126997"
"86670, 87073",korean,"17.708132, 17.793078","-39.029983, -40.126997"
"85927, 86670",korean,"17.560145000000002, 17.708132","-37.103821, -39.029983"
"85696, 85927",korean,"17.512732, 17.560145000000002","-37.295811, -37.103821"
"65378, 67301",korean,"13.398747, 13.792354","54.925362, 49.313265"
"62956, 65378",korean,"12.900472, 13.398747","55.959821, 54.925362"
"59774, 62956",korean,"12.257086, 12.900472","57.032617, 55.959821"
"58001, 59774",korean,"11.897168, 12.257086","53.69476, 57.032617"
"53910, 58001",korean,"11.030677, 11.897168","56.382427, 53.69476"
"53910, 54061",korean,"11.030677, 11.062155","56.382427, 61.75103299999999"
"51232, 51849",korean,"10.464649, 10.59314","-58.739403, -57.557636"
"50371, 51232",korean,"10.28472, 10.464649","-61.332304, -58.739403"
"50371, 51576",korean,"10.28472, 10.533743","-61.332304, -61.685332"
"51576, 52468",korean,"10.533743, 10.725639","-61.685332, -60.566619"
"52468, 53253",korean,"10.725639, 10.891559","-60.566619, -58.853171"
"52742, 53253",korean,"10.782634, 10.891559","-56.757192, -58.853171"
"51849, 52742",korean,"10.59314, 10.782634","-57.557636, -56.757192"
"22881, 23166",korean,"4.9218470000000005, 4.983713","-16.417767, -16.376027"
"22479, 22881",korean,"4.83656, 4.9218470000000005","-16.217159, -16.417767"
"22325, 22479",korean,"4.809037, 4.83656","-16.329484, -16.217159"
"22263, 22325",korean,"4.793413, 4.809037","-16.934456, -16.329484"
"22028, 22263",korean,"4.73555, 4.793413","-18.666586, -16.934456"
"21763, 22028",korean,"4.6740309999999985, 4.73555","-19.671493, -18.666586"
"21763, 22086",korean,"4.6740309999999985, 4.751156","-19.671493, -21.283383"
"109786, 110391",korean,"22.238342000000006, 22.35988","-21.074566, -21.59823"
"110391, 110746",korean,"22.35988, 22.436306","-21.59823, -23.682447"
"110529, 110746",korean,"22.391901, 22.436306","-24.762661, -23.682447"
"109990, 110529",korean,"22.277073, 22.391901","-25.898162, -24.762661"
"109737, 109990",korean,"22.229008, 22.277073","-25.180905, -25.898162"
"109375, 109737",korean,"22.158044, 22.229008","-23.659109, -25.180905"
"109375, 109786",korean,"22.158044, 22.238342000000006","-23.659109, -21.074566"
"51069, 52085",korean,"10.434842, 10.643043","-16.836289999999998, -16.876572"
"49841, 51069",korean,"10.176467, 10.434842","-12.354083, -16.836289999999998"
"49402, 49841",korean,"10.085408, 10.176467","-13.064626, -12.354083"
"48356, 49402",korean,"9.85797, 10.085408","-14.846603, -13.064626"
"47452, 48356",korean,"9.671768, 9.85797","-14.332292, -14.846603"
"48356, 48615",korean,"9.85797, 9.914503","-14.846603, -19.00936"
"48615, 51069",korean,"9.914503, 10.434842","-19.00936, -16.836289999999998"
"107259, 107418",korean,"21.725127, 21.75748","58.780046, 61.12080600000001"
"107136, 107259",korean,"21.701573, 21.725127","51.189622, 58.780046"
"107136, 107533",korean,"21.701573, 21.779891","51.189622, 49.30957"
"106481, 107533",korean,"21.56635, 21.779891","45.591837, 49.30957"
"105186, 106481",korean,"21.307551, 21.56635","43.945945, 45.591837"
"104060, 105186",korean,"21.082184, 21.307551","43.927852, 43.945945"
"104060, 104194",korean,"21.082184, 21.110026","43.927852, 47.648403"
"9505, 13531",korean,"2.038359, 2.9042950000000003","54.487541, 52.762479000000006"
"13531, 14632",korean,"2.9042950000000003, 3.151005","52.762479000000006, 49.613278"
"14632, 14668",korean,"3.151005, 3.158258","49.613278, 44.857544"
"14576, 14668",korean,"3.136148, 3.158258","40.955648, 44.857544"
"14354, 14576",korean,"3.0862700000000003, 3.136148","38.840274, 40.955648"
"13254, 14354",korean,"2.843063, 3.0862700000000003","38.318644, 38.840274"
"12623, 13254",korean,"2.704144, 2.843063","40.193944, 38.318644"
"44659, 45336",korean,"9.099546, 9.239405","5.092316, 2.31428"
"43813, 44659",korean,"8.92323, 9.099546","5.945563, 5.092316"
"43109, 43813",korean,"8.779587, 8.92323","6.418809, 5.945563"
"42313, 43109",korean,"8.627602, 8.779587","5.703782, 6.418809"
"42313, 42402",korean,"8.627602, 8.645955","5.703782, 3.341435"
"42402, 42799",korean,"8.645955, 8.720410000000001","3.341435, 3.3986620000000003"
"42799, 43234",korean,"8.720410000000001, 8.807214","3.3986620000000003, 5.837812"
"113881, 113963",korean,"23.062901, 23.079348","28.082789, 15.205264"
"112158, 113881",korean,"22.716704, 23.062901","30.221245, 28.082789"
"112051, 112158",korean,"22.695947, 22.716704","29.307641, 30.221245"
"112748, 113881",korean,"22.833385, 23.062901","24.601579, 28.082789"
"112440, 112748",korean,"22.775521, 22.833385","23.565654, 24.601579"
"113881, 115250",korean,"23.062901, 23.343956","28.082789, 23.740337"
"115250, 115623",korean,"23.343956, 23.422993","23.740337, 23.404101"
"111123, 112961",korean,"22.510782, 22.87691","-10.67795, -7.579599000000001"
"109139, 111123",korean,"22.107286, 22.510782","-13.869679, -10.67795"
"107556, 109139",korean,"21.784011, 22.107286","-16.127285999999998, -13.869679"
"106985, 107556",korean,"21.668181, 21.784011","-16.662308, -16.127285999999998"
"106723, 106985",korean,"21.618008, 21.668181","-19.466011, -16.662308"
"106723, 107188",korean,"21.618008, 21.710973000000006","-19.466011, -18.866323"
"107188, 107556",korean,"21.710973000000006, 21.784011","-18.866323, -16.127285999999998"
"106711, 107235",korean,"21.615827, 21.718465","40.413521, 41.15497"
"106551, 106711",korean,"21.579596, 21.615827","38.534054, 40.413521"
"106551, 107253",korean,"21.579596, 21.723791","38.534054, 38.283589"
"107235, 107253",korean,"21.718465, 21.723791","41.15497, 38.283589"
"107235, 109102",korean,"21.718465, 22.100543","41.15497, 45.014348"
"109102, 110351",korean,"22.100543, 22.350428","45.014348, 46.536569"
"110351, 111022",korean,"22.350428, 22.492173","46.536569, 47.706887"
"28237, 29696",korean,"5.966571, 6.256304","25.953912, 29.498076"
"27830, 28237",korean,"5.88879, 5.966571","27.612262, 25.953912"
"27468, 27830",korean,"5.816935, 5.88879","24.567535, 27.612262"
"26248, 27468",korean,"5.5908690000000005, 5.816935","24.039589000000007, 24.567535"
"25539, 26248",korean,"5.460579, 5.5908690000000005","21.936965, 24.039589000000007"
"24822, 25539",korean,"5.321278, 5.460579","22.096494, 21.936965"
"23497, 24822",korean,"5.051596, 5.321278","21.589962, 22.096494"
"83962, 84402",korean,"17.163319, 17.255635","-10.523301, -14.58414"
"83962, 86284",korean,"17.163319, 17.630754","-10.523301, -8.118771"
"85922, 86284",korean,"17.55829, 17.630754","-5.744803, -8.118771"
"85365, 85922",korean,"17.443856, 17.55829","-5.086596, -5.744803"
"84880, 85365",korean,"17.347128, 17.443856","-12.846875, -5.086596"
"84402, 84880",korean,"17.255635, 17.347128","-14.58414, -12.846875"
"60965, 61359",korean,"12.497739, 12.573121","-16.515432, -23.396759"
"59803, 60965",korean,"12.263437, 12.497739","-17.541929, -16.515432"
"59316, 59803",korean,"12.168746, 12.263437","-22.619766, -17.541929"
"59199, 59316",korean,"12.140225, 12.168746","-24.728875, -22.619766"
"59316, 61359",korean,"12.168746, 12.573121","-22.619766, -23.396759"
"60965, 61174",korean,"12.497739, 12.53451","-16.515432, -16.196007"
"9598, 115088",korean,"2.057268, 23.3104","72.42129399999997, 68.11144499999999"
"113864, 115088",korean,"23.059128, 23.3104","67.20921, 68.11144499999999"
"112724, 113864",korean,"22.82802, 23.059128","66.200408, 67.20921"
"108917, 112724",korean,"22.063135, 22.82802","64.627971, 66.200408"
"105199, 108917",korean,"21.30963, 22.063135","62.585573, 64.627971"
"102422, 105199",korean,"20.754811, 21.30963","61.838782, 62.585573"
"3504, 3801",korean,"0.74542, 0.8138920000000001","48.284364, 50.968168"
"3801, 5542",korean,"0.8138920000000001, 1.185017","50.968168, 55.149901"
"5542, 6242",korean,"1.185017, 1.334699","55.149901, 58.231611"
"6242, 6686",korean,"1.334699, 1.430216","58.231611, 60.235283"
"6686, 8886",korean,"1.430216, 1.906584","60.235283, 63.670101"
"8886, 11569",korean,"1.906584, 2.484437","63.670101, 67.402474"
"7884, 8833",korean,"1.6905259999999998, 1.892597","5.487613, 3.187536"
"7007, 7884",korean,"1.503087, 1.6905259999999998","6.14382, 5.487613"
"5737, 7007",korean,"1.228857, 1.503087","7.575353999999999, 6.14382"
"4906, 5737",korean,"1.049058, 1.228857","7.890135000000001, 7.575353999999999"
"3786, 4906",korean,"0.811373, 1.049058","7.585078999999999, 7.890135000000001"
"2548, 3786",korean,"0.5399390000000001, 0.811373","6.955463000000001, 7.585078999999999"
"46776, 47431",korean,"9.533036, 9.664267","-1.184664, -1.14281"
"46509, 46776",korean,"9.485805, 9.533036","-2.768964, -1.184664"
"46404, 46509",korean,"9.462995, 9.485805","-6.071187, -2.768964"
"46390, 46404",korean,"9.45979, 9.462995","-8.658603, -6.071187"
"45811, 46390",korean,"9.341394, 9.45979","-9.555695, -8.658603"
"45751, 45811",korean,"9.329551, 9.341394","-11.974853, -9.555695"
"100064, 100345",korean,"20.300904, 20.350187","-12.544852, -14.781367"
"100345, 101027",korean,"20.350187, 20.481004","-14.781367, -17.813686999999994"
"101027, 101123",korean,"20.481004, 20.498307","-17.813686999999994, -18.583178"
"100881, 101123",korean,"20.455336, 20.498307","-18.211721, -18.583178"
"100345, 100881",korean,"20.350187, 20.455336","-14.781367, -18.211721"
"100310, 100345",korean,"20.344393, 20.350187","-12.75908, -14.781367"
"95501, 96229",korean,"19.424972, 19.568153","3.114775, 7.378941"
"95501, 96665",korean,"19.424972, 19.653234","3.114775, 5.397773"
"95501, 95585",korean,"19.424972, 19.441969","3.114775, 0.33857"
"95585, 96468",korean,"19.441969, 19.612022","0.33857, -1.286601"
"96468, 97804",korean,"19.612022, 19.874547","-1.286601, 1.005661"
"97804, 99473",korean,"19.874547, 20.188413","1.005661, -0.8214610000000001"
"104019, 104139",korean,"21.073417000000006, 21.099118","-19.854991, -17.232861"
"104019, 104365",korean,"21.073417000000006, 21.142673","-19.854991, -21.193669"
"104365, 104963",korean,"21.142673, 21.260528","-21.193669, -20.651696"
"104963, 105515",korean,"21.260528, 21.370776","-20.651696, -16.834542000000006"
"104974, 105515",korean,"21.262456, 21.370776","-15.1715, -16.834542000000006"
"104139, 104974",korean,"21.099118, 21.262456","-17.232861, -15.1715"
"91755, 92512",korean,"18.710543, 18.853348","55.53945699999999, 59.388351"
"90905, 92512",korean,"18.542923, 18.853348","57.045599, 59.388351"
"90156, 92512",korean,"18.398507, 18.853348","58.800736, 59.388351"
"91315, 92512",korean,"18.625974, 18.853348","62.526591, 59.388351"
"90344, 91315",korean,"18.433069, 18.625974","65.56348, 62.526591"
"89348, 91315",korean,"18.231545, 18.625974","64.397287, 62.526591"
"69612, 70327",korean,"14.247457999999998, 14.389638","10.10061, 8.446617"
"70327, 70400",korean,"14.389638, 14.403151","8.446617, 5.820131"
"69389, 70400",korean,"14.20439, 14.403151","2.4094330000000004, 5.820131"
"68707, 69389",korean,"14.065488, 14.20439","4.9009730000000005, 2.4094330000000004"
"68498, 68707",korean,"14.022341, 14.065488","8.894906, 4.9009730000000005"
"68498, 69612",korean,"14.022341, 14.247457999999998","8.894906, 10.10061"
"26727, 27989",korean,"5.679313, 5.919529","-1.942572, 7.407063000000001"
"26311, 26727",korean,"5.603559, 5.679313","-1.20192, -1.942572"
"25930, 26311",korean,"5.533445, 5.603559","-0.299092, -1.20192"
"24436, 25930",korean,"5.242298, 5.533445","-8.20164, -0.299092"
"25336, 25930",korean,"5.418851, 5.533445","6.349702, -0.299092"
"26727, 27366",korean,"5.679313, 5.795941","-1.942572, -9.669605"
"20732, 21273",korean,"4.443437, 4.564143","14.713782, 14.844423999999998"
"20219, 20732",korean,"4.332694999999998, 4.443437","14.035201, 14.713782"
"20732, 20901",korean,"4.443437, 4.480601","14.713782, 13.047602"
"20901, 21589",korean,"4.480601, 4.635961","13.047602, 12.510838"
